AvgDailyHours,EmployeeID,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobLevel,JobRole,MaritalStatus,AnnualIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager
8.2,3142,Low,High,Better,Medium,Good,41,No,Non-Travel,Research & Development,23,Bachelor,Life Sciences,Male,Junior,Manufacturing Director,Single,26700,2,15,2,10,2,8,0,7
5.4,3143,Low,High,Better,Medium,Good,26,No,Travel_Rarely,Research & Development,9,Master,Medical,Male,Intermediate,Healthcare Representative,Divorced,26930,5,17,3,8,3,0,0,0
5.5,3144,Low,High,Better,Medium,Good,35,No,Travel_Rarely,Research & Development,16,Master,Medical,Male,Junior,Human Resources,Single,95260,1,15,0,5,2,5,0,3
5.9,3145,Very High,Very High,Better,Medium,Good,34,No,Travel_Rarely,Research & Development,26,Bachelor,Medical,Male,Junior,Laboratory Technician,Single,52370,1,19,1,10,3,10,5,7
7.7,3146,High,Very High,Bad,Low,Outstanding,26,Yes,Travel_Rarely,Sales,1,Bachelor,Marketing,Female,Junior,Manufacturing Director,Single,24260,1,22,0,1,3,1,0,0
6.6,3147,Medium,Very High,Best,High,Good,37,No,Travel_Rarely,Research & Development,8,Below College,Life Sciences,Male,Junior,Sales Executive,Single,41930,4,16,1,12,5,6,1,2
5.6,3148,Low,High,Good,High,Good,46,No,Travel_Frequently,Research & Development,4,Below College,Medical,Male,Senior,Human Resources,Married,29110,5,13,0,28,3,2,1,2
7.2,3149,Medium,Low,Better,High,Good,41,No,Travel_Rarely,Research & Development,24,Below College,Life Sciences,Male,Junior,Research Director,Married,26610,7,14,1,22,2,18,11,8
6.8,3150,Low,Medium,Better,High,Good,37,No,Non-Travel,Research & Development,7,College,Medical,Male,Junior,Sales Executive,Divorced,20280,1,16,1,9,3,9,7,7
8.2,3151,Very High,Low,Better,High,Good,52,No,Travel_Rarely,Sales,2,Below College,Medical,Male,Junior,Laboratory Technician,Divorced,99800,3,11,1,18,2,10,6,9
5.5,3152,Very High,High,Better,Medium,Outstanding,32,Yes,Non-Travel,Research & Development,7,College,Life Sciences,Female,Junior,Research Director,Married,32980,8,22,0,6,4,4,1,2
5.2,3153,Very High,Very High,Better,Medium,Good,24,No,Travel_Frequently,Sales,22,Bachelor,Life Sciences,Female,Junior,Healthcare Representative,Married,29350,0,14,2,3,5,2,2,1
5.4,3154,High,High,Better,High,Good,38,No,Travel_Rarely,Research & Development,5,Bachelor,Life Sciences,Female,Junior,Research Scientist,Married,154270,3,16,1,18,2,1,0,0
6.4,3155,Medium,Medium,Good,High,Good,37,No,Travel_Rarely,Research & Development,1,Master,Technical Degree,Female,Senior,Research Scientist,Married,39440,6,11,2,8,3,6,4,3
10.2,3156,Very High,High,Better,Low,Good,49,No,Travel_Rarely,Sales,21,Below College,Life Sciences,Male,Junior,Sales Executive,Divorced,40110,1,18,2,31,2,31,0,9
8.4,3157,Medium,Very High,Better,Medium,Good,24,No,Travel_Rarely,Sales,1,Bachelor,Marketing,Female,Junior,Sales Executive,Married,34070,1,15,2,6,2,6,1,4
6.8,3158,Low,Medium,Best,High,Good,26,No,Travel_Rarely,Research & Development,19,Master,Technical Degree,Female,Intermediate,Sales Executive,Married,119940,1,14,1,6,6,5,1,4
5.9,3159,Very High,Medium,Better,Low,Good,24,No,Travel_Rarely,Sales,7,Bachelor,Medical,Female,Junior,Laboratory Technician,Married,12320,1,12,0,1,4,1,0,0
6.2,3160,Low,Medium,Better,High,Good,50,No,Travel_Frequently,Sales,2,College,Marketing,Male,Junior,Sales Executive,Married,29600,1,14,3,32,2,32,10,7
6.6,3161,Medium,High,Better,Medium,Good,25,No,Travel_Rarely,Research & Development,2,Bachelor,Life Sciences,Male,Junior,Research Scientist,Married,190940,1,16,0,7,3,7,0,6
9.8,3162,Low,High,Better,High,Outstanding,24,Yes,Travel_Frequently,Research & Development,2,Bachelor,Medical,Male,Junior,Research Scientist,Married,39190,1,21,0,6,3,6,1,2
6.4,3163,Medium,Low,Best,High,Good,30,Yes,Travel_Frequently,Research & Development,9,Bachelor,Other,Male,Junior,Healthcare Representative,Married,68250,1,14,0,1,2,1,0,0
8.4,3164,Medium,Very High,Better,High,Good,34,No,Travel_Rarely,Sales,6,College,Life Sciences,Male,Intermediate,Research Director,Married,102480,1,12,1,6,4,6,1,3
6,3165,Medium,Low,Bad,Medium,Good,31,Yes,Travel_Rarely,Research & Development,9,Below College,Medical,Female,Junior,Sales Representative,Divorced,189470,2,12,2,9,2,3,1,2
7.1,3166,Low,Very High,Better,High,Good,35,No,Travel_Rarely,Research & Development,2,Bachelor,Life Sciences,Female,Senior,Sales Executive,Single,24960,4,17,3,9,3,3,0,2
5.7,3167,Low,Very High,Best,High,Good,31,No,Travel_Rarely,Sales,1,Bachelor,Marketing,Female,Junior,Sales Executive,Divorced,64650,4,17,0,13,3,7,5,7
7.3,3168,Low,High,Good,High,Good,27,No,Travel_Rarely,Sales,22,Master,Medical,Male,Junior,Sales Representative,Divorced,22060,0,14,1,6,4,5,0,3
8.3,3169,Very High,High,Good,High,Good,37,No,Travel_Rarely,Sales,9,Master,Marketing,Female,Junior,Laboratory Technician,Married,20860,4,14,0,17,3,3,1,0
6.5,3170,Very High,Medium,Best,Low,Good,20,No,Travel_Rarely,Research & Development,17,Master,Medical,Female,Junior,Sales Representative,Single,22930,1,13,2,1,3,1,0,0
6.5,3171,High,Very High,Better,High,Good,42,No,Travel_Rarely,Research & Development,28,Master,Life Sciences,Female,Junior,Manufacturing Director,Married,26450,1,15,0,10,5,10,2,2
7.9,3172,Medium,Very High,Good,High,Good,43,No,Travel_Rarely,Research & Development,10,Doctor,Technical Degree,Female,Junior,Sales Executive,Divorced,26830,4,11,0,21,3,1,0,0
6.3,3173,High,Low,Good,Very High,Good,38,No,Travel_Rarely,Human Resources,2,Master,Medical,Male,Junior,Human Resources,Single,20140,3,17,1,8,5,0,0,0
8.3,3174,Very High,High,Better,High,Good,43,No,Travel_Frequently,Sales,4,Bachelor,Medical,Female,Junior,Healthcare Representative,Divorced,34190,3,11,1,10,5,8,4,7
6.4,3175,Very High,Low,Bad,Very High,Good,48,No,Travel_Rarely,Research & Development,8,Below College,Medical,Male,Junior,Laboratory Technician,Married,53760,7,13,1,21,3,3,0,2
6.2,3176,Low,High,Best,Very High,Outstanding,44,No,Travel_Rarely,Sales,29,Master,Marketing,Male,Junior,Sales Executive,Single,19510,4,22,3,10,4,2,0,2
7.7,3177,High,High,Better,Medium,Outstanding,34,No,Travel_Rarely,Research & Development,13,Master,Life Sciences,Female,Junior,Laboratory Technician,Divorced,23410,1,20,2,8,3,8,0,6
5.7,3178,High,Low,Better,High,Good,27,Yes,Travel_Rarely,Sales,27,Bachelor,Life Sciences,Male,Junior,Research Scientist,Divorced,22930,0,18,0,5,0,4,0,2
6.6,3179,High,High,Better,Low,Good,21,No,Travel_Rarely,Sales,16,College,Life Sciences,Male,Intermediate,Sales Executive,Single,87260,1,11,1,3,2,3,1,2
8.1,3180,Very High,Very High,Best,High,Good,44,No,Travel_Rarely,Research & Development,2,College,Life Sciences,Male,Junior,Laboratory Technician,Married,40110,4,14,1,26,2,2,0,1
5.3,3181,Low,High,Better,Medium,Good,22,No,Travel_Rarely,Research & Development,2,College,Medical,Female,Junior,Laboratory Technician,Married,195450,0,14,0,3,3,2,2,2
6.7,3182,High,High,Better,High,Good,33,No,Travel_Rarely,Sales,13,Master,Marketing,Female,Junior,Manufacturing Director,Divorced,45680,0,18,1,6,2,5,1,2
8.8,3183,Low,Very High,Good,High,Good,32,No,Travel_Rarely,Research & Development,1,Below College,Life Sciences,Female,Junior,Healthcare Representative,Married,30220,1,16,1,6,3,6,0,5
6.6,3184,High,High,Better,High,Good,30,No,Travel_Frequently,Research & Development,4,Doctor,Technical Degree,Male,Intermediate,Manager,Divorced,57720,1,17,0,1,3,1,0,0
6.6,3185,Very High,Low,Best,Medium,Good,53,No,Travel_Rarely,Research & Development,24,Bachelor,Other,Female,Intermediate,Manager,Single,22690,7,11,1,18,2,14,8,10
6.9,3186,Medium,Very High,Good,High,Good,34,No,Travel_Rarely,Research & Development,1,Doctor,Medical,Male,Junior,Research Scientist,Married,53810,1,12,0,10,0,10,8,8
6.7,3187,Low,Low,Better,High,Good,45,Yes,Travel_Frequently,Research & Development,19,Master,Life Sciences,Male,Intermediate,Research Director,Married,34410,2,13,1,5,5,1,0,0
8.8,3188,High,Very High,Better,Very High,Good,26,No,Travel_Rarely,Research & Development,7,College,Life Sciences,Male,Junior,Manufacturing Director,Married,54540,1,13,1,3,5,3,0,2
5.6,3189,High,High,Better,Medium,Good,37,No,Travel_Rarely,Research & Development,4,Bachelor,Medical,Male,Junior,Manager,Married,98840,1,14,0,10,3,10,7,8
6.3,3190,Medium,High,Good,High,Good,29,No,Travel_Rarely,Research & Development,2,Bachelor,Life Sciences,Female,Junior,Healthcare Representative,Married,41570,1,17,3,6,2,6,1,2
6,3191,Medium,Very High,Better,High,Good,35,No,Travel_Rarely,Research & Development,10,Doctor,Medical,Female,Intermediate,Laboratory Technician,Single,134580,1,11,0,17,3,17,11,8
6.5,3192,High,Very High,Bad,High,Outstanding,33,No,Travel_Frequently,Research & Development,8,Bachelor,Technical Degree,Male,Junior,Laboratory Technician,Divorced,90690,3,25,1,15,3,13,4,7
5.6,3193,High,Medium,Best,Medium,Good,54,No,Travel_Rarely,Research & Development,5,College,Life Sciences,Female,Junior,Sales Executive,Married,40140,2,19,1,16,4,9,7,1
9.8,3194,Medium,Medium,Better,Medium,Good,36,No,Travel_Rarely,Research & Development,8,Bachelor,Life Sciences,Male,Junior,Research Scientist,Divorced,59150,2,13,1,13,3,3,0,2
6.5,3195,Low,Very High,Better,Low,Good,27,No,Travel_Rarely,Sales,9,Bachelor,Marketing,Male,Senior,Research Director,Single,59930,0,14,1,5,3,4,1,1
8,3196,Very High,High,Better,Medium,Good,20,Yes,Travel_Rarely,Research & Development,1,Bachelor,Life Sciences,Male,Senior,Sales Representative,Single,61620,1,12,3,1,2,1,1,1
9.2,3197,Low,Low,Better,High,Good,33,Yes,Travel_Frequently,Research & Development,15,Master,Medical,Female,Junior,Laboratory Technician,Single,24060,1,11,0,10,3,10,9,7
5.9,3198,High,High,Better,Very High,Good,35,No,Non-Travel,Research & Development,2,Below College,Medical,Male,Junior,Research Scientist,Married,187400,1,19,1,1,2,1,0,0
6.2,3199,Low,Low,Best,High,Good,23,No,Travel_Rarely,Research & Development,2,Bachelor,Life Sciences,Male,Junior,Healthcare Representative,Married,76370,2,11,1,5,3,3,0,2
6.9,3200,Very High,Medium,Better,High,Good,25,No,Travel_Rarely,Research & Development,11,Bachelor,Medical,Male,Junior,Manufacturing Director,Married,100960,0,11,1,4,3,3,1,2
6.1,3201,Very High,Very High,Better,Medium,Outstanding,38,No,Travel_Rarely,Research & Development,16,Bachelor,Life Sciences,Male,Senior,Research Scientist,Single,147560,0,20,1,8,3,7,0,5
7,3202,Medium,Very High,Better,Medium,Good,29,No,Travel_Frequently,Sales,2,Master,Life Sciences,Male,Intermediate,Healthcare Representative,Divorced,64990,1,18,3,10,3,10,2,8
6.2,3203,Medium,Medium,Better,Very High,Good,48,No,Travel_Rarely,Research & Development,16,Bachelor,Technical Degree,Male,Junior,Sales Executive,Married,97240,3,13,0,12,2,2,2,2
8,3204,Very High,Very High,Better,High,Good,27,No,Travel_Frequently,Sales,4,Bachelor,Technical Degree,Male,Senior,Laboratory Technician,Divorced,21940,1,12,0,6,5,6,0,4
6.9,3205,Very High,Very High,Better,Very High,Good,37,No,Travel_Rarely,Research & Development,16,Bachelor,Life Sciences,Male,Intermediate,Manager,Single,33880,3,11,0,4,2,1,0,0
8.2,3206,Very High,High,Better,Very High,Good,50,No,Travel_Rarely,Sales,5,Bachelor,Medical,Male,Junior,Laboratory Technician,Married,54730,1,19,1,20,2,20,3,8
6,3207,Very High,Medium,Best,High,Outstanding,34,No,Travel_Rarely,Research & Development,18,Below College,Medical,Male,Junior,Healthcare Representative,Single,27030,1,21,1,9,2,8,7,7
6.6,3208,Low,High,Better,Low,Good,24,Yes,Travel_Rarely,Research & Development,17,College,Life Sciences,Female,Junior,Healthcare Representative,Single,25010,9,12,0,4,3,2,2,0
6.1,3209,Very High,High,Better,High,Good,39,No,Travel_Rarely,Research & Development,12,Doctor,Medical,Female,Junior,Sales Representative,Single,62200,1,14,2,20,2,20,11,10
7,3210,Very High,Very High,Good,Low,Good,32,No,Travel_Rarely,Research & Development,2,Bachelor,Life Sciences,Male,Senior,Research Scientist,Single,30380,1,11,0,10,5,10,0,8
7.5,3211,Medium,High,Better,Medium,Good,50,Yes,Travel_Frequently,Research & Development,4,College,Medical,Male,Intermediate,Sales Representative,Married,44240,3,14,1,18,2,4,1,3
6.3,3212,Medium,Very High,Good,Medium,Good,38,No,Travel_Rarely,Research & Development,9,Master,Life Sciences,Male,Junior,Sales Executive,Single,43120,0,12,1,10,2,9,1,8
5.8,3213,High,Low,Better,Medium,Outstanding,27,No,Travel_Rarely,Research & Development,10,Bachelor,Medical,Male,Senior,Research Scientist,Married,132450,1,23,1,9,3,9,0,7
6.9,3214,High,Very High,Better,High,Good,32,No,Travel_Rarely,Sales,1,Bachelor,Medical,Male,Junior,Sales Executive,Single,136640,3,14,0,10,6,7,7,7
6.3,3215,Very High,Low,Better,High,Good,47,No,Travel_Rarely,Research & Development,2,Bachelor,Medical,Female,Senior,Sales Executive,Single,50210,2,17,0,20,3,7,1,7
8,3216,Very High,Low,Better,High,Good,40,No,Travel_Frequently,Research & Development,3,Master,Medical,Female,Intermediate,Human Resources,Married,51260,5,18,0,20,2,18,1,12
6.1,3217,High,High,Better,High,Good,53,No,Travel_Rarely,Research & Development,7,Below College,Life Sciences,Male,Junior,Laboratory Technician,Married,28590,3,18,1,32,2,5,1,3
7,3218,Medium,Very High,Good,High,Outstanding,41,No,Travel_Rarely,Sales,6,Bachelor,Medical,Male,Junior,Sales Executive,Divorced,102390,3,24,3,23,3,21,12,6
5.8,3219,Low,Low,Better,Very High,Outstanding,60,No,Travel_Rarely,Research & Development,8,College,Life Sciences,Female,Senior,Laboratory Technician,Single,53290,8,20,0,10,3,2,2,2
6.5,3220,Very High,Low,Good,Medium,Good,27,No,Travel_Frequently,Research & Development,29,Below College,Life Sciences,Male,Junior,Manufacturing Director,Divorced,43250,1,14,0,9,2,9,1,7
5.6,3221,Very High,High,Better,High,Good,41,No,Travel_Rarely,Research & Development,3,Bachelor,Medical,Male,Junior,Manufacturing Director,Married,72600,1,16,0,22,2,22,2,10
6.6,3222,Very High,Medium,Better,Very High,Outstanding,50,No,Travel_Rarely,Sales,9,Bachelor,Life Sciences,Male,Junior,Research Scientist,Married,23220,7,25,1,4,0,2,2,2
7.5,3223,Low,Medium,Better,Medium,Good,28,Yes,Travel_Rarely,Sales,2,Master,Life Sciences,Male,Intermediate,Research Scientist,Single,20750,7,18,3,10,0,7,3,7
5.5,3224,Low,Low,Better,High,Good,36,No,Non-Travel,Research & Development,10,Master,Technical Degree,Female,Junior,Research Scientist,Married,41520,9,19,1,10,3,8,0,5
9,3225,High,High,Best,High,Good,38,No,Travel_Rarely,Research & Development,1,Bachelor,Medical,Female,Intermediate,Manager,Single,96190,4,13,1,10,2,1,0,0
5.4,3226,Low,High,Better,Medium,Good,44,No,Non-Travel,Research & Development,8,College,Life Sciences,Male,Junior,Research Scientist,Single,135030,2,12,0,9,6,5,1,4
7.7,3227,Very High,High,Good,Medium,Outstanding,47,No,Travel_Frequently,Research & Development,27,Bachelor,Life Sciences,Male,Junior,Research Scientist,Divorced,54410,9,22,1,28,6,22,11,13
7,3228,High,Very High,Good,High,Good,30,No,Travel_Rarely,Research & Development,8,Bachelor,Life Sciences,Male,Junior,Sales Executive,Divorced,52090,7,14,1,10,3,8,7,7
5.9,3229,High,High,Better,High,Good,29,No,Travel_Rarely,Research & Development,1,College,Medical,Female,Junior,Sales Executive,Single,106730,1,13,3,1,2,1,0,0
8.9,3230,High,High,Better,High,Outstanding,42,Yes,Travel_Frequently,Research & Development,10,Below College,Life Sciences,Female,Junior,Sales Executive,Divorced,50100,6,21,3,7,3,2,2,2
6.2,3231,Very High,Very High,Better,High,Good,43,No,Travel_Frequently,Research & Development,26,Below College,Life Sciences,Male,Junior,Laboratory Technician,Married,135490,3,11,2,7,3,2,2,2
5.6,3232,Medium,High,Better,Very High,Good,34,No,Travel_Rarely,Research & Development,2,Doctor,Technical Degree,Male,Junior,Healthcare Representative,Single,49990,3,12,2,10,2,5,4,3
6.9,3233,Medium,Low,Best,High,Good,23,No,Travel_Rarely,Sales,13,Bachelor,Marketing,Male,Senior,Sales Executive,Married,42210,1,11,1,5,4,4,0,2
5.5,3234,High,Medium,Bad,Medium,Good,39,No,Travel_Rarely,Sales,2,Master,Marketing,Female,Intermediate,Healthcare Representative,Married,138720,9,12,3,12,3,8,3,6
6.6,3235,High,Very High,Good,High,Good,56,No,Travel_Rarely,Research & Development,2,Master,Medical,Male,Junior,Manager,Married,20420,7,12,0,30,6,10,1,1
8.2,3236,Very High,Very High,Good,High,Good,40,No,Travel_Rarely,Sales,9,Bachelor,Marketing,Male,Junior,Research Scientist,Single,20730,0,14,0,5,3,4,2,3
6.6,3237,Very High,Low,Bad,High,Good,27,No,Travel_Rarely,Research & Development,10,Bachelor,Life Sciences,Female,Junior,Laboratory Technician,Single,29560,8,13,0,9,6,7,0,7
6.5,3238,Very High,Medium,Better,Medium,Good,29,No,Travel_Rarely,Sales,20,Bachelor,Marketing,Female,Junior,Manager,Divorced,29260,1,15,1,2,3,2,2,2
5.7,3239,Very High,Very High,Better,High,Good,53,No,Travel_Rarely,Research & Development,9,Bachelor,Life Sciences,Female,Intermediate,Laboratory Technician,Single,48090,2,18,0,19,2,2,2,2
6.3,3240,Very High,Low,Best,High,Good,35,No,Non-Travel,Research & Development,5,Below College,Medical,Male,Junior,Healthcare Representative,Divorced,51630,2,18,2,16,4,1,0,0
7,3241,Low,Very High,Better,Low,Good,32,No,Travel_Frequently,Sales,4,Master,Life Sciences,Male,Junior,Sales Executive,Married,188440,1,19,0,10,3,10,4,7
10.2,3242,Very High,High,Bad,High,Good,38,No,Travel_Rarely,Sales,10,Bachelor,Medical,Male,Intermediate,Laboratory Technician,Married,181720,6,12,2,6,5,1,0,1
5.6,3243,Medium,Low,Better,Medium,Good,34,No,Travel_Rarely,Research & Development,20,Bachelor,Medical,Female,Intermediate,Laboratory Technician,Divorced,57440,3,19,1,7,4,0,0,0
5.4,3244,High,Low,Best,High,Good,52,No,Travel_Rarely,Sales,21,Doctor,Technical Degree,Male,Intermediate,Manager,Married,28890,1,11,1,34,2,34,1,16
9.2,3245,Very High,Very High,Good,High,Good,33,Yes,Travel_Rarely,Research & Development,1,College,Medical,Male,Intermediate,Laboratory Technician,Single,28710,1,17,3,10,2,10,7,8
7.2,3246,High,Very High,Good,High,Good,25,No,Travel_Rarely,Research & Development,8,Bachelor,Life Sciences,Male,Junior,Research Scientist,Single,74840,1,15,0,6,3,6,1,4
5.3,3247,Medium,High,Better,High,Good,45,No,Travel_Rarely,Sales,2,Bachelor,Life Sciences,Male,Intermediate,Healthcare Representative,Single,60740,0,14,0,9,2,8,3,1
7.5,3248,Low,High,Better,Low,Good,23,No,Travel_Rarely,Research & Development,23,Below College,Life Sciences,Female,Junior,Research Scientist,Single,173280,1,17,1,2,2,2,0,2
8.9,3249,Medium,High,Better,High,Good,47,Yes,Travel_Frequently,Research & Development,4,Bachelor,Life Sciences,Male,Junior,Research Director,Single,27740,4,13,1,8,2,5,1,3
7.1,3250,Very High,Very High,Better,High,Good,34,No,Travel_Rarely,Research & Development,12,Bachelor,Technical Degree,Male,Junior,Research Scientist,Single,45050,1,12,0,6,3,6,1,4
7.2,3251,Very High,Low,Better,High,Good,55,Yes,Travel_Rarely,Human Resources,7,Bachelor,Human Resources,Male,Intermediate,Laboratory Technician,Married,74280,5,12,0,24,2,5,1,4
6.6,3252,Low,Low,Better,Low,Good,36,No,Non-Travel,Research & Development,7,College,Life Sciences,Male,Senior,Sales Executive,Single,116310,1,18,1,10,2,10,0,9
6.7,3253,Very High,Very High,Better,High,Good,52,No,Non-Travel,Research & Development,1,Master,Life Sciences,Male,Senior,Sales Executive,Married,97380,0,18,2,5,2,4,1,2
6.2,3254,Low,Very High,Better,High,Good,26,No,Travel_Frequently,Research & Development,2,College,Life Sciences,Male,Junior,Manufacturing Director,Divorced,28350,3,11,1,5,2,2,2,0
5.5,3255,Medium,High,Good,High,Good,29,No,Travel_Rarely,Research & Development,10,College,Medical,Male,Intermediate,Manufacturing Director,Married,169590,4,14,3,11,5,8,1,1
5.4,3256,Very High,Low,Good,High,Good,26,Yes,Travel_Rarely,Research & Development,15,College,Life Sciences,Male,Junior,Laboratory Technician,Single,26130,6,19,1,6,2,4,1,2
5.7,3257,Medium,Very High,Better,High,Good,34,No,Travel_Rarely,Research & Development,14,Master,Technical Degree,Male,Junior,Manufacturing Director,Single,61460,2,12,0,10,3,4,1,3
7.8,3258,Very High,Low,Better,High,Good,54,No,Travel_Rarely,Research & Development,18,Master,Medical,Female,Junior,Laboratory Technician,Divorced,49630,9,15,1,9,2,5,1,4
6.2,3259,High,Very High,Better,High,Good,27,No,Travel_Frequently,Research & Development,13,College,Life Sciences,Female,Intermediate,Research Scientist,Married,195370,0,12,0,5,5,4,1,1
8.8,3260,Very High,Low,Good,High,Good,37,No,Travel_Rarely,Sales,2,Master,Technical Degree,Male,Junior,Manufacturing Director,Divorced,61720,0,11,0,6,1,5,4,3
9.8,3261,Low,Low,Better,High,Good,38,No,Travel_Frequently,Sales,2,Master,Life Sciences,Female,Junior,Research Scientist,Single,23680,6,11,1,17,3,15,4,12
6.3,3262,High,Low,Better,High,Good,34,No,Travel_Rarely,Sales,2,Bachelor,Marketing,Male,Junior,Sales Representative,Single,103120,1,12,0,6,2,6,1,3
7,3263,Low,Very High,Good,Medium,Good,35,No,Travel_Rarely,Research & Development,5,Master,Medical,Male,Intermediate,Manager,Married,16750,1,16,0,3,6,3,0,2
6.6,3264,Very High,High,Better,High,Good,30,No,Travel_Rarely,Research & Development,20,Bachelor,Medical,Male,Junior,Laboratory Technician,Married,25230,3,13,1,7,2,2,0,2
5.7,3265,High,Medium,Better,Very High,Good,40,No,Travel_Frequently,Research & Development,10,Master,Medical,Male,Junior,Manufacturing Director,Married,65670,1,13,1,8,3,8,3,7
7,3266,High,Low,Better,High,Outstanding,34,No,Travel_Rarely,Research & Development,10,Bachelor,Life Sciences,Male,Intermediate,Healthcare Representative,Married,47390,5,24,2,6,2,3,1,2
6.9,3267,Medium,Very High,Good,Very High,Good,42,No,Travel_Frequently,Research & Development,9,Master,Medical,Male,Junior,Manufacturing Director,Divorced,92080,1,15,1,24,2,24,14,9
7.5,3268,High,Low,Better,Medium,Good,23,Yes,Travel_Rarely,Sales,2,Bachelor,Medical,Female,Intermediate,Manufacturing Director,Married,45590,1,18,1,1,2,0,0,0
6.2,3269,High,Medium,Better,High,Good,24,No,Non-Travel,Sales,1,Doctor,Marketing,Female,Junior,Manufacturing Director,Divorced,81890,1,14,1,1,3,1,0,0
5.5,3270,Very High,High,Better,Medium,Good,52,No,Travel_Rarely,Research & Development,29,Bachelor,Life Sciences,Male,Junior,Manufacturing Director,Married,29420,8,11,1,9,1,5,1,4
5.6,3271,High,High,Better,Low,Good,50,No,Travel_Rarely,Research & Development,8,Master,Life Sciences,Male,Junior,Sales Executive,Married,49410,5,11,1,30,3,4,0,3
9.6,3272,Medium,Low,Better,Very High,Good,29,Yes,Travel_Rarely,Sales,2,Master,Marketing,Female,Intermediate,Research Scientist,Married,106500,1,13,2,1,2,1,0,0
6.2,3273,High,High,Best,High,Good,33,No,Travel_Rarely,Research & Development,3,Master,Life Sciences,Male,Intermediate,Manufacturing Director,Married,59020,0,12,1,14,2,13,3,7
7.4,3274,Low,Low,Better,Medium,Good,33,Yes,Travel_Rarely,Research & Development,23,Doctor,Life Sciences,Male,Junior,Human Resources,Single,86390,5,16,2,6,3,3,0,2
8.7,3275,High,Very High,Good,Very High,Good,47,No,Travel_Rarely,Research & Development,6,Master,Other,Male,Junior,Manager,Married,63470,1,14,0,26,2,26,3,0
7,3276,High,Medium,Better,High,Outstanding,36,No,Travel_Rarely,Sales,6,Bachelor,Medical,Female,Junior,Sales Executive,Married,42000,0,22,0,10,3,9,0,5
6.8,3277,High,High,Better,Medium,Good,29,No,Travel_Rarely,Research & Development,10,Bachelor,Other,Male,Junior,Research Scientist,Married,34520,1,11,0,10,3,10,0,7
7.9,3278,Very High,Medium,Better,High,Good,58,Yes,Travel_Rarely,Research & Development,24,Bachelor,Other,Female,Junior,Research Scientist,Single,43170,7,17,0,40,2,31,13,8
6.8,3279,Very High,High,Better,Very High,Good,35,No,Travel_Rarely,Sales,10,Master,Marketing,Female,Junior,Research Scientist,Single,26320,3,13,3,7,3,2,2,2
9.7,3280,Very High,Very High,Better,High,Good,42,No,Travel_Rarely,Sales,15,Below College,Marketing,Male,Junior,Laboratory Technician,Married,46680,9,18,2,8,2,4,0,2
5.8,3281,High,High,Good,Medium,Good,28,Yes,Travel_Rarely,Research & Development,19,Master,Medical,Female,Junior,Sales Executive,Single,32040,6,16,1,5,4,2,2,1
6.2,3282,High,Medium,Better,High,Good,36,No,Travel_Rarely,Research & Development,2,Bachelor,Life Sciences,Male,Junior,Healthcare Representative,Married,27200,4,14,1,8,3,5,0,4
7.2,3283,High,High,Better,Medium,Good,32,No,Travel_Rarely,Research & Development,3,Below College,Medical,Male,Junior,Manufacturing Director,Married,171810,1,14,0,14,2,14,6,8
6.3,3284,Low,High,Better,High,Good,40,No,Travel_Frequently,Sales,9,Bachelor,Marketing,Male,Intermediate,Manufacturing Director,Single,22380,6,14,0,10,3,1,0,0
8.6,3285,High,Very High,Good,High,Good,30,No,Travel_Rarely,Research & Development,7,Bachelor,Technical Degree,Male,Junior,Research Director,Single,14830,5,13,0,12,3,0,0,0
6.1,3286,Medium,High,Better,High,Good,45,No,Travel_Rarely,Research & Development,10,Master,Life Sciences,Male,Junior,Research Director,Single,56050,1,12,2,1,2,1,0,0
6.8,3287,Medium,Medium,Good,High,Good,42,No,Travel_Rarely,Research & Development,20,College,Medical,Male,Junior,Sales Representative,Married,72950,1,15,0,10,3,9,7,8
6.9,3288,Low,Low,Good,High,Good,38,No,Travel_Frequently,Sales,4,Bachelor,Medical,Male,Junior,Research Scientist,Divorced,23060,2,19,1,13,5,4,1,2
6.4,3289,High,Very High,Better,High,Good,34,No,Travel_Frequently,Research & Development,7,Master,Life Sciences,Male,Intermediate,Laboratory Technician,Single,23480,1,14,1,6,3,5,1,3
5.5,3290,High,Very High,Best,Very High,Good,49,Yes,Travel_Rarely,Sales,7,College,Life Sciences,Female,Junior,Healthcare Representative,Married,89980,1,14,2,9,2,9,7,7
5.5,3291,High,Very High,Good,Very High,Good,55,Yes,Travel_Rarely,Human Resources,16,Bachelor,Technical Degree,Male,Intermediate,Manufacturing Director,Single,43190,4,11,0,12,3,9,7,3
6.8,3292,Medium,Low,Better,Medium,Good,43,No,Travel_Rarely,Research & Development,25,College,Medical,Male,Junior,Healthcare Representative,Married,61320,6,13,0,22,3,4,1,0
9.3,3293,High,Very High,Better,Medium,Outstanding,27,No,Travel_Rarely,Sales,2,Master,Medical,Male,Junior,Manager,Divorced,33460,1,21,1,9,2,9,0,8
